r,l,t,success,freeze_attempted,d_m,alpha_deg,cum_timesteps
8.915545,1,16073.37055,True,True,0.0008852010658028,1.7974011643530765,44750
7.324201,2,16073.370803,True,True,0.0012164614088876,4.619443031828337,44752
3.510278,1,16075.335697,True,True,0.0050349228151288,11.558267646457445,44753
3.447592,2,16076.822135,True,True,0.0094450838898818,11.551699541587624,44755
2.321676,1,16076.824476,True,True,0.0003197691844156,13.698740531933488,44756
8.703743,1,16078.685644,True,True,0.0021175279132678,2.182477023018808,44757
8.250938,1,16079.992913,True,True,1.297671464641631e-11,2.9978354940027145,44758
4.339425,7,16081.463406,True,True,0.0051680362965869,8.2985164300448,44765
0.730059,2,16081.470422,True,True,0.00046513023788,14.643007620538665,44767
9.908582,1,16083.276405,True,True,1.0969970938579099e-09,0.0025634982746732,44768
7.886983,1,16084.734588,True,True,0.0047031023047444,3.66046484734606,44769
8.473611,2,16084.738591,True,True,0.0057470664866045,1.2272075294555016,44771
9.66434,1,16086.470154,True,True,0.0024190018382077,0.4473503422313191,44772
9.89001,1,16087.832059,True,True,0.0001209793876827,0.0318365189190812,44773
9.460889,1,16089.295456,True,True,5.017405715281292e-05,0.8117904467799936,44774
8.294503,4,16090.758838,True,True,0.0056049974719681,1.2388287797052069,44778
9.639779,1,16090.766837,True,True,4.586469980648697e-10,0.4850618095199339,44779
9.908576,1,16092.451568,True,True,5.209254606491673e-11,0.0025734611458333,44780
7.562111,1,16093.774327,True,True,6.961698167513121e-10,4.241945178519242,44781
5.947662,2,16093.776326,True,True,1.797764163467332e-09,5.979212990420942,44783
7.934438,2,16095.518079,True,True,3.2835634519571403e-10,3.2923313716960343,44785
8.526482,2,16095.52404,True,True,9.445617894863216e-05,2.1026698707997222,44787
4.83358,1,16097.264392,True,True,0.0045502228700126,9.170999947164724,44788
-15.56934,60,16098.784644,False,True,0.0116973759290247,2.886756643059815,44848
5.643235,1,16100.157672,True,True,0.0052978886306938,7.710155966110631,44849
5.147273,1,16101.496303,True,True,0.0046344846829633,8.605129748252528,44850
8.731341,2,16102.865383,True,True,0.0007025455160623,1.4303464166892108,44852
9.013821,2,16104.285708,True,True,0.0054557261766231,1.4447438708542748,44854
3.170105,1,16105.623489,True,True,0.0028391940945406,12.170301422341176,44855
7.8248,1,16107.048901,True,True,0.0026976160054309,3.769679966361628,44856
9.818588,2,16108.509369,True,True,8.003885632336047e-10,0.0025623502408705,44858
8.33898,1,16109.942955,True,True,1.8568970275536785e-05,2.8388195703010477,44859
1.553125,5,16111.553348,True,True,0.0048193839811389,13.426167171211723,44864
8.220983,1,16112.918144,True,True,1.9960028363119068e-11,3.051943360346359,44865
4.76742,6,16114.340698,True,True,0.0024700896077264,7.092441483927813,44871
8.740232,1,16115.728976,True,True,0.0042149884487221,2.1190786037242124,44872
4.79395,1,16117.17581,True,True,0.0001386793914154,9.238855111872777,44873
8.344285,2,16118.613735,True,True,0.0055081827750407,2.2827741187310178,44875
8.251515,1,16119.910593,True,True,3.6381923851868606e-10,2.996792500598503,44876
8.346593,3,16121.462849,True,True,0.0028254192788574,2.4907274324470743,44879
9.908084,1,16122.84668,True,True,1.7962993769142607e-10,0.0025630545088765,44880
6.907235,1,16124.142892,True,True,0.0077710856608245,5.432041558658569,44881
8.525432,1,16125.455769,True,True,0.0020339016021687,2.5044660855549754,44882
9.312276,1,16126.807823,True,True,0.005099414392678,1.0868679200207596,44883
6.559681,1,16128.199827,True,True,0.000371767529701,6.052317970406847,44884
9.908582,1,16129.549765,True,True,9.466544987639119e-11,0.0025627501841718,44885
2.781564,1,16130.877488,True,True,0.0041711139984576,12.871860160067552,44886
0.653588,1,16132.262194,True,True,0.0103396803523613,16.711395183556263,44887
-23.085495,60,16133.730626,False,True,0.0282788190848838,26.27145525710349,44947
9.387067,2,16133.734965,True,True,0.0061464059770395,1.761535824998777,44949
3.844147,1,16135.525801,True,True,0.0087008334164287,10.95855585968039,44950
9.826901,1,16135.527832,True,True,0.0002758571705898,0.1474749210240548,44951
6.18796,1,16137.396065,True,True,0.0050672413836069,6.722748972466517,44952
7.058949,1,16138.832592,True,True,0.000492362899526,5.151058734802912,44953
7.481863,2,16138.83593,True,True,0.0083324378546752,4.233104717380157,44955
6.193836,1,16140.506799,True,True,1.017490781871224e-08,6.712371504735268,44956
6.110019,3,16143.126863,True,True,9.508795256588587e-11,6.717487594643488,44959
3.091376,2,16143.132199,True,True,0.0005803067851048,11.05899226935746,44961
2.921455,1,16144.824404,True,True,0.0051640282697138,12.620220638492077,44962
8.677368,1,16144.827081,True,True,0.0094473279064109,2.237997903684024,44963
9.888006,1,16146.411307,True,True,5.1575657807056974e-11,0.0397547870414047,44964
8.650116,1,16146.414646,True,True,0.0049325027053864,2.281486007775212,44965
7.538487,1,16148.165244,True,True,1.6000046891158012e-05,4.284626151667684,44966
6.320889,1,16148.171577,True,True,0.0040855600574371,6.4869063500926645,44967
8.296143,1,16149.925654,True,True,0.0005592139176923,2.916856366671613,44968
8.734738,1,16149.934986,True,True,0.0036008074165944,2.128276603044612,44969
9.908582,1,16151.749506,True,True,1.067540560004821e-09,0.0025623931965215,44970
7.950803,1,16153.166123,True,True,0.0103285796568881,3.547334540017337,44971
9.79159,2,16153.169461,True,True,2.6816551579246784e-05,0.0283089647742385,44973
6.44129,2,16155.045898,True,True,0.0111793562627516,5.295643861102371,44975
3.961426,2,16155.04824,True,True,0.0046329897017439,10.618666852601692,44977
-42.341166,60,16155.049236,False,True,0.0330076377862051,14.371198497870612,45037
-14.2493,60,16156.942168,False,True,0.0056400657685397,39.634523651125015,45097
8.047991,1,16156.946162,True,True,0.0015293758451542,3.366205445069961,45098
8.664203,2,16158.722958,True,True,0.0105835031926643,1.6609741434294354,45100
7.080292,2,16158.724615,True,True,0.0042260529985421,4.386645893874618,45102
8.503711,1,16158.731952,True,True,0.0085158235089026,2.5509716731957086,45103
4.487007,2,16160.597138,True,True,0.0041218899094235,9.667827118026784,45105
9.04454,1,16160.601134,True,True,3.056631936645585e-09,1.5637030458536292,45106
8.659502,2,16162.345446,True,True,1.583165370869791e-11,1.4999280168204288,45108
6.937983,2,16162.346546,True,True,6.957086236571612e-11,5.0680387038484325,45110
8.249399,1,16162.348804,True,True,2.2748618266899e-09,3.000059271969042,45111
3.905747,1,16164.339695,True,True,0.0045577174460319,10.84468253251474,45112
7.92475,1,16164.349686,True,True,0.0043560049714652,3.5919028330355744,45113
6.140543,1,16165.929659,True,True,9.439411234732874e-06,6.808007961778444,45114
7.398342,3,16167.247885,True,True,0.002422457526474,4.172448421291048,45117
4.385738,2,16167.248216,True,True,0.0010532996558474,9.846158655882652,45119
6.271032,1,16167.254214,True,True,0.000477195959664,6.57349039825113,45120
8.192482,1,16169.091145,True,True,9.513803041287964e-11,3.0973101864706307,45121
5.870283,2,16170.537623,True,True,1.354687150071721e-06,7.158543614240242,45123
7.561893,1,16170.541964,True,True,2.91402318941536e-13,4.24233908767875,45124
8.418747,1,16172.43973,True,True,7.790600109469635e-11,2.690698159755853,45125
6.700982,3,16172.440072,True,True,0.0008304192995909,5.816918499031014,45128
8.833384,1,16172.443068,True,True,0.0047177963607022,1.9514240771559896,45129
6.330692,1,16174.239567,True,True,0.0089306476816081,6.4688938198536565,45130
6.664767,1,16174.244212,True,True,0.0008524086808361,5.862767129423828,45131
2.699842,1,16175.899696,True,True,5.078920483141797e-05,13.01655483961413,45132
8.96187,1,16175.903886,True,True,0.0017672517167368,1.7133201658081176,45133
5.403779,2,16175.908225,True,True,2.2031115711607487e-10,8.693159257314703,45135
8.400977,1,16177.702066,True,True,0.0009418545776094,2.7274696141142374,45136
5.548544,1,16179.041205,True,True,0.0048064561355296,7.881273096120061,45137
6.864742,2,16179.043548,True,True,0.0056384182507179,5.433226462507763,45139
3.805689,3,16180.78084,True,True,9.22272579777072e-05,10.761489923452148,45142
9.48358,1,16180.788362,True,True,2.3219567871039795e-07,0.7707130226920467,45143
6.800816,1,16180.792989,True,True,0.0060611701466576,5.620693890611772,45144
7.517914,1,16182.606582,True,True,0.0041423043418635,4.326226360460274,45145
5.054705,1,16182.611605,True,True,0.0064485907373066,8.771957730235574,45146
8.496451,1,16184.345948,True,True,0.0001226890399745,2.554482988829102,45147
8.452186,3,16185.74688,True,True,0.0002355661833807,2.519190629079928,45150
7.861752,1,16187.082952,True,True,0.0007952381409551,3.701711850470276,45151
9.012812,2,16187.087286,True,True,6.53029465411091e-05,1.4774544721589702,45153
7.049222,3,16187.088286,True,True,0.0013358668521766,4.495342285751268,45156
1.40297,1,16188.837759,True,True,0.0044873378829861,15.357719353293144,45157
8.413193,1,16188.844502,True,True,0.0023821159490762,2.707608255586325,45158
6.563586,1,16190.680477,True,True,0.0001739771127011,6.040220200275669,45159
8.02729,1,16192.029683,True,True,0.0042228904601196,3.4066044810300244,45160
8.082186,3,16192.032039,True,True,7.654520920109746e-05,2.988602652471237,45163
3.581343,1,16193.747648,True,True,0.0018730197984689,11.427911070254265,45164
8.249373,1,16193.751313,True,True,2.433489382225318e-10,2.9999113590438258,45165
8.737965,3,16193.755648,True,True,0.002003500614874,2.4765027514786366,45168
7.22101,1,16195.568139,True,True,0.0088677566758263,4.866751446609104,45169
7.737465,1,16195.571477,True,True,0.0049391486575311,3.9303861658391823,45170
4.645701,1,16195.571586,True,True,9.46688964590626e-05,9.50640331651472,45171
9.476402,1,16197.516019,True,True,2.734158318502117e-10,0.7833236079014178,45172
7.595641,1,16197.517671,True,True,1.9203452716887168e-10,4.180680119258879,45173
2.819604,1,16197.52001,True,True,0.0010214475008855,12.801214893772514,45174
5.772391,1,16199.296991,True,True,5.231605580335516e-06,7.473087544656736,45175
9.908571,1,16199.300991,True,True,8.004991157786744e-10,0.0025831075111288,45176
4.733121,1,16201.081212,True,True,0.0090541656948843,9.35552321867238,45177
2.551388,2,16201.083079,True,True,0.0001818331439832,11.265639246037214,45179
8.162754,1,16201.088823,True,True,0.0002158173368175,3.1521497308910718,45180
7.562007,1,16202.941578,True,True,9.76709297158329e-10,4.242134639234749,45181
9.90817,1,16202.950845,True,True,5.915144762891343e-11,0.002566594108712,45182
9.588691,2,16204.579234,True,True,0.0021157742544082,0.4256993077495749,45184
7.498585,1,16204.581895,True,True,8.871052382529249e-11,4.355873853204933,45185
-7.045797,26,16204.585233,True,True,0.0047335764654379,9.353049095681753,45211
6.719402,1,16204.592618,True,True,0.0026034999466481,5.766208517765757,45212
7.256968,1,16206.543864,True,True,0.0117871165592012,4.801928394102569,45213
8.155263,1,16206.54623,True,True,0.0013585988078605,3.1722651252426823,45214
9.56427,1,16206.553246,True,True,1.3443014276737808e-10,0.6247959057080175,45215
7.908946,1,16208.228812,True,True,9.409004290004356e-05,3.615664419899794,45216
6.787138,1,16208.230811,True,True,0.0034100225283956,5.644724933167156,45217
0.646382,1,16208.231458,True,True,0.0076867554449154,16.721767843697325,45218
3.616642,3,16209.953749,True,True,0.0019460817464575,9.02976862962879,45221
5.509196,1,16209.954702,True,True,0.0047516082612897,7.952223908904055,45222
9.470111,1,16209.95636,True,True,0.0006197321056665,0.795198410696246,45223
7.605165,1,16212.015727,True,True,0.0031190313482459,4.16762208579986,45224
9.906371,1,16212.021386,True,True,6.25852702995644e-11,0.0025623846623435,45225
7.833234,1,16212.029739,True,True,2.412875431986216e-05,3.752327783968396,45226
6.18369,3,16213.807935,True,True,0.0042630207444901,5.275689575331003,45229
6.511112,1,16213.810096,True,True,6.898322122968307e-11,6.135510853827127,45230
8.207372,2,16215.399525,True,True,0.00237082332363,2.7012802691606264,45232
9.889792,1,16215.401525,True,True,0.0004855867002533,0.037224153824686,45233
8.671711,1,16215.403628,True,True,0.0024428499937284,2.240734266312553,45234
0.318611,2,16215.404295,True,True,0.0096371908456195,17.202848356013245,45236
9.862237,1,16217.278747,True,True,4.900467450012636e-11,0.083672217704261,45237
9.127983,1,16217.282085,True,True,9.281814221590255e-10,1.4117844780069553,45238
9.361767,1,16219.096433,True,True,0.0002470472333971,0.990817960108998,45239
8.272026,1,16219.104766,True,True,0.0040185138015006,2.964120833051461,45240
8.913838,2,16219.104766,True,True,0.001317536326778,1.6462399335831468,45242
6.468572,3,16220.935082,True,True,0.004758441207695,6.237253701823139,45245
8.786549,2,16222.321328,True,True,1.504696367504721e-11,2.210425713376074,45247
6.633411,2,16223.853234,True,True,2.9528579557419325e-13,5.408155564792055,45249
9.728594,3,16223.853234,True,True,4.4026884565836866e-10,0.0025625278905329,45252
7.154386,3,16223.854235,True,True,1.1987362811109042e-05,4.684174647070439,45255
3.736975,1,16225.788743,True,True,0.0044260790651522,11.14899424237022,45256
8.497465,2,16225.792407,True,True,0.0045790308778924,2.1973667582044163,45258
3.261419,1,16225.795746,True,True,0.0029243214202018,12.00567002027188,45259
8.545125,1,16225.796745,True,True,0.0010242066158229,2.467668092079168,45260
7.561676,1,16227.833202,True,True,1.6124364185524699e-10,4.242511986445575,45261
4.92251,1,16227.836623,True,True,9.979640822332936e-07,9.006847736472336,45262
3.962101,1,16229.609479,True,True,0.0009815810419425,10.740423765450789,45263
-0.363495,2,16229.617022,True,True,0.0002233414117254,16.49809951683715,45265
5.002347,1,16231.375749,True,True,4.6804357694118365e-06,8.862786190005234,45266
8.787976,3,16231.376446,True,True,0.006414491960673,1.474298257667649,45269
5.80885,1,16233.235476,True,True,0.011980655823913,7.412908475718899,45270
8.355253,1,16233.239808,True,True,7.582853789855656e-10,2.808659815699212,45271
8.559034,2,16233.241808,True,True,0.0021679374890893,2.433517187055571,45273
0.455996,1,16234.923397,True,True,0.0003791431931676,17.06272657118705,45274
6.693941,1,16234.92873,True,True,0.0060173604083329,5.8153928566626325,45275
7.268242,1,16236.615527,True,True,0.0029710199989119,4.775775760205293,45276
3.340368,1,16236.617512,True,True,0.0016084268985963,11.862371606028129,45277
9.908396,1,16238.32311,True,True,3.855312003756178e-11,0.0025642315071577,45278
7.480863,1,16238.325449,True,True,2.327630598219837e-05,4.388697526527274,45279
5.899985,1,16239.945406,True,True,0.001958336132854,7.244603954506087,45280
4.049551,1,16239.948045,True,True,0.0006527237420793,10.582411441808553,45281
5.364594,1,16241.591822,True,True,0.0045816309991425,8.212990807418878,45282
7.276808,1,16243.05357,True,True,0.0028397928405468,4.759673665006045,45283
-14.34559,10,16244.455392,True,True,0.000509060203366,17.694581600274162,45293
5.350398,1,16244.463408,True,True,0.004264958339312,8.238343881523779,45294
-5.596555,8,16246.239599,True,True,0.008032669735668,10.431535579189116,45302
9.748769,1,16246.242601,True,True,0.0007923900928486,0.2925443044103277,45303
5.075826,1,16246.246604,True,True,0.0040622252979418,8.733575118843989,45304
9.900501,1,16247.960965,True,True,1.1881437056957163e-10,0.0171709272551233,45305
8.894875,1,16247.961207,True,True,0.0001730671381315,1.8342612178542124,45306
4.182403,5,16247.969422,True,True,0.005073961538036,9.172857545680795,45311
9.877945,1,16247.973782,True,True,3.171430265382344e-05,0.0523523244520146,45312
8.894047,1,16250.032834,True,True,1.4340056919692756e-12,1.8307683107098705,45313
8.165399,1,16250.038367,True,True,0.0116314541596798,3.1606516861267853,45314
4.182353,1,16250.039168,True,True,0.0115106507270271,10.35026685181836,45315
8.358463,1,16251.901164,True,True,1.0116609085851544e-09,2.8028785583741667,45316
9.284326,2,16251.903164,True,True,0.0042360474702982,0.983265964761314,45318
7.998749,1,16253.807768,True,True,0.0049496257370522,3.4533702513735167,45319
9.905947,1,16253.808773,True,True,1.4945855664194596e-10,0.0025691679052423,45320
8.893676,2,16253.810432,True,True,0.0028391049569629,1.2004924623549025,45322
7.562232,1,16255.763906,True,True,0.0001227069750016,4.241615704589646,45323
8.814499,2,16257.199913,True,True,0.0061010970493111,1.828920740473881,45325
3.765203,2,16257.200641,True,True,0.0008151719506614,10.967789682507822,45327
7.232489,1,16257.200808,True,True,0.0020219834046152,4.835682153925494,45328
8.502525,1,16259.041532,True,True,0.0022735283831533,2.545537391067344,45329
9.90858,1,16259.048864,True,True,3.495563370525832e-10,0.0025668944280277,45330
8.266848,1,16260.897942,True,True,8.200357517855938e-05,2.9655355656865505,45331
8.249696,1,16260.904266,True,True,5.8203082566014654e-09,3.0000791682305588,45332
6.56499,1,16262.957753,True,True,2.581822821663577e-05,6.039195718868961,45333
9.934309,3,16262.95806,True,True,1.0683387507981479e-10,0.4450681448615212,45336
-1.037683,7,16262.958702,True,True,0.0002499471753851,16.70863358352906,45343
6.811638,1,16262.958702,True,True,0.0029928373680702,5.600091886802578,45344
7.353661,1,16265.329511,True,True,0.0048715800134766,4.6234994402754666,45345
7.240287,1,16265.335498,True,True,0.0043928680834941,4.827686197025904,45346
7.870862,1,16267.305108,True,True,0.0026932575926832,3.687396701769867,45347
2.245505,2,16267.305484,True,True,0.0001834381878025,13.736723930485248,45349
8.816612,2,16267.30762,True,True,1.807652638685653e-11,1.2831768768253449,45351
9.648738,2,16269.220725,True,True,0.0003470924951719,0.1981357181814479,45353
8.596462,1,16269.222725,True,True,0.0037851611868739,2.378243585527059,45354
5.258227,1,16269.224763,True,True,0.0097436542786503,8.40804409362005,45355
9.908431,1,16271.363546,True,True,1.9682962262846945e-11,0.0025631637156611,45356
9.103388,2,16271.366214,True,True,1.824838791700256e-05,1.5271297914513344,45358
2.287672,1,16271.366549,True,True,0.0059607122838277,13.763494665335267,45359
9.308141,1,16271.371547,True,True,0.0051326996305054,1.093822180092436,45360
5.556784,1,16273.754078,True,True,8.007298575002375e-06,7.862226016582383,45361
9.797678,1,16273.754797,True,True,0.000332363258123,0.1983538229166858,45362
2.565306,1,16273.755034,True,True,8.738442209416107e-10,13.259158473097092,45363
7.74896,1,16275.45346,True,True,0.0050320862743109,3.909297465768922,45364
9.908196,1,16275.456508,True,True,2.5265054530993865e-11,0.0025630469722992,45365
0.807317,1,16275.461231,True,True,9.136615128517694e-05,16.428843617976085,45366
7.281474,1,16277.261928,True,True,0.0092109477800191,4.757941690162488,45367
4.848592,1,16277.263577,True,True,0.0036455415742272,9.143211104903106,45368
7.05414,1,16277.267655,True,True,5.205222924646208e-12,5.156792009457801,45369
8.311642,1,16278.992048,True,True,0.0060719468517593,2.8909750933090166,45370
8.212079,2,16280.49645,True,True,0.0001565075765911,2.427263459006157,45372
6.846745,1,16280.500842,True,True,0.0066373037565375,5.537743257386666,45373
8.249669,1,16282.397671,True,True,2.508271368384385e-11,2.999941953714869,45374
7.143422,3,16282.403669,True,True,0.0058816245521649,4.383109928301409,45377
7.088114,1,16284.545612,True,True,0.0061282153201837,5.103123635444703,45378
8.265931,1,16286.449881,True,True,0.0003807565215838,2.9712139544892757,45379
8.862937,2,16286.455367,True,True,0.0038317384228308,1.7450528231828049,45381
7.967401,1,16288.269917,True,True,0.0033178602884345,3.513757184892373,45382
8.164814,2,16289.852203,True,True,9.996051828187446e-05,3.007797998495,45384
4.406979,1,16291.352815,True,True,3.336215698771135e-05,9.937076751056914,45385
8.73637,1,16292.843666,True,True,4.0132725243999716e-10,2.1208924859103124,45386
6.122094,3,16292.845666,True,True,0.007655565336858,6.576717996420241,45389
7.449138,1,16294.664413,True,True,0.0058296806204129,4.449821775753651,45390
8.651513,2,16295.985189,True,True,0.0022028409189158,2.4349513666436864,45392
9.440961,1,16295.990195,True,True,0.0042245492850369,0.8533076770965652,45393
9.905738,1,16297.896055,True,True,4.892656096566994e-12,0.002570299139504,45394
6.742084,1,16297.90006,True,True,0.0060769544024849,5.728559282338944,45395
5.870456,1,16299.62343,True,True,1.6878930141246698e-07,7.296082155447878,45396
7.994249,1,16299.623895,True,True,0.003560892610919,3.465543294072007,45397
6.76654,2,16301.453762,True,True,0.0046541725020565,4.936615005804102,45399
7.761314,2,16301.453764,True,True,0.0042632608974753,3.7432808236026895,45401
9.905872,1,16303.279058,True,True,2.664759371495684e-09,0.0025629295125881,45402
8.138534,1,16303.285084,True,True,0.0009797807626297,3.2015515520432483,45403
9.90857,1,16305.073526,True,True,2.279740499302546e-12,0.0025850898470496,45404
6.007088,5,16306.580671,True,True,0.0007118155783211,0.240104419722787,45409
8.071445,3,16308.259604,True,True,1.939470736355558e-09,3.0148657412189923,45412
9.679613,1,16309.687082,True,True,0.0039420778563994,0.4217679187999608,45413
5.212844,1,16311.009382,True,True,0.004585828231344,8.486787720681916,45414
6.304746,1,16312.462029,True,True,0.0027391056493969,6.514224782632961,45415
5.362408,2,16313.971118,True,True,0.000248223425441,7.182229581760607,45417
6.174351,1,16315.32778,True,True,0.0001524250413559,6.744740129744728,45418
5.716114,1,16316.772368,True,True,0.0054550159497096,7.575052373594891,45419
-11.054297,16,16318.447598,True,True,0.0046346986619362,12.196908718146403,45435
9.183357,2,16318.455121,True,True,2.5794308702864477e-10,1.0961821886203011,45437
-22.394095,36,16318.456126,True,True,0.007017225694668,9.266908997633935,45473
9.40053,1,16320.489458,True,True,0.0009571829931239,0.9221013777638716,45474
9.908572,1,16320.494928,True,True,2.05243019091183e-06,0.0025847152167693,45475
9.905189,1,16320.497915,True,True,8.484197680479243e-11,0.0025624520815749,45476
8.301793,1,16322.361445,True,True,9.224740999043203e-10,2.903722349782321,45477
8.45731,1,16322.363445,True,True,0.0031789548425193,2.625964061388252,45478
8.836449,1,16322.366445,True,True,0.0041380116308408,1.9380141180641084,45479
6.588485,1,16324.314244,True,True,2.776136395418738e-11,5.999941519497282,45480
9.425533,1,16324.3152,True,True,0.0112371357842564,0.8883490329922424,45481
9.515753,1,16326.155608,True,True,0.0019991709437852,0.7148001798425139,45482
8.623424,2,16326.156611,True,True,9.12473989452164e-11,2.1437648350277727,45484
9.087581,1,16328.022836,True,True,0.0045969616011116,1.491442877437114,45485
4.368734,1,16329.39256,True,True,0.0016037864739889,10.00732438615472,45486
7.416214,2,16329.395559,True,True,0.0049949338628503,3.339418410445036,45488
9.907684,1,16331.195242,True,True,4.7121430770266553e-11,0.0025632107812129,45489
1.512564,1,16332.579765,True,True,9.629472705330322e-10,15.157575623050986,45490
4.625272,1,16333.963964,True,True,0.0006865918514749,9.543503513735809,45491
8.03856,3,16333.966019,True,True,0.0063686874522691,3.0927618398148216,45494
7.880724,1,16335.88653,True,True,0.0039278095295978,3.670935270255508,45495
8.647593,1,16335.889607,True,True,1.4560147426717128e-10,2.279896839401054,45496
1.091269,8,16337.709938,True,True,0.0048335657239585,9.005105413979974,45504
7.7716,1,16337.71301,True,True,0.0062664649581844,3.869975703828212,45505
6.197727,1,16337.715977,True,True,5.348098144897229e-10,6.704686696995998,45506
8.076446,1,16339.7502,True,True,0.0015312763121545,3.3143309390929576,45507
3.117315,1,16339.755735,True,True,0.0023302171670435,12.26516605976922,45508
8.475786,1,16341.53381,True,True,0.0036062811190346,2.595133653655603,45509
9.905644,1,16341.536815,True,True,2.7137673338763187e-11,0.0025641951205717,45510
8.603304,1,16343.220514,True,True,0.0015152543756208,2.363175213465875,45511
9.812768,1,16343.223514,True,True,0.0007865243867043,0.1768660324817092,45512
9.56624,1,16345.061044,True,True,0.0030011081063062,0.6253842457288086,45513
9.188725,1,16345.068043,True,True,0.00477714507106,1.3053260415573185,45514
8.699399,4,16345.070043,True,True,0.0029520652904153,1.9692989570319068,45518
3.02386,1,16346.935476,True,True,5.423935450082905e-10,12.432119656966396,45519
9.762914,1,16346.941883,True,True,0.0056017231942591,0.2711613103139008,45520
8.661436,1,16346.942875,True,True,0.0041977982136977,2.2613733956049797,45521
9.045995,1,16349.816299,True,True,0.0012372628237326,1.5630751054368317,45522
7.898839,1,16349.821295,True,True,3.216002761612276e-05,3.63384721341935,45523
9.904634,1,16351.700788,True,True,6.159174685388414e-11,0.0025653053896316,45524
8.450424,1,16351.701792,True,True,0.0030110073873828,2.641099819534652,45525
7.125349,2,16351.704783,True,True,0.0057904564690436,3.8529352236357006,45527
7.649474,2,16353.60994,True,True,0.0054782879215477,3.9399423809729095,45529
9.69596,2,16353.60994,True,True,0.0001901198635657,0.1365386551650776,45531
7.742729,1,16355.469422,True,True,0.0045647807067517,3.9207740037613656,45532
6.311957,1,16355.472415,True,True,0.0043648209053296,6.499857956861639,45533
8.205348,1,16357.340401,True,True,0.0009483894770084,3.079527725314328,45534
8.249867,1,16357.344667,True,True,2.2234922236741284e-12,2.9997687426126283,45535
8.852959,1,16359.147763,True,True,0.0049253320021002,1.9153053212180795,45536
8.416727,3,16360.551218,True,True,0.0018333251494905,2.4000988785092803,45539
4.061451,7,16360.554223,True,True,0.0058338869344057,7.755759297255257,45546
8.205738,1,16362.368083,True,True,2.352633365898526e-10,3.0760319857205274,45547
9.361353,4,16363.799318,True,True,0.0012467185869578,0.2354526792101048,45551
8.576607,2,16365.160534,True,True,1.2255030323871095e-11,1.4997441324284144,45553
-31.589404,60,16366.492538,False,True,0.0077471022952293,3.644981743871083,45613
7.567417,2,16366.495877,True,True,2.7735138704688417e-10,2.944770518146,45615
9.906686,1,16366.502018,True,True,8.258700320840083e-11,0.002592821164908,45616
9.908582,1,16368.288367,True,True,2.9215325037662554e-10,0.0025628565597187,45617
8.672292,6,16369.703733,True,True,0.0030522673618472,1.4229091363797073,45623
7.961583,1,16371.12836,True,True,0.0001547044467151,3.520667617446477,45624
9.818586,2,16371.134359,True,True,3.273148011927029e-10,0.0025674948193206,45626
8.294628,1,16373.083313,True,True,0.001380897734471,2.9198513060412923,45627
7.614225,1,16374.5146,True,True,0.0054361069628633,4.149797852557355,45628
-2.823101,7,16375.913581,True,True,0.0005359996218979,15.566964205862876,45635
8.034161,3,16377.181681,True,True,0.0036124795427056,2.9046652521301817,45638
4.262144,1,16377.18764,True,True,0.0004964857783325,10.198755435559791,45639
8.217243,1,16379.078557,True,True,3.268404921901325e-05,3.058738667948097,45640
10.158179,2,16380.479232,True,True,1.1264735223439956e-10,0.0876888386816394,45642
8.123015,1,16381.95715,True,True,0.0001936572567411,3.223093572662396,45643
6.632307,3,16383.255301,True,True,0.0049611284077863,6.30270875025807,45646
7.551452,2,16384.533401,True,True,0.0001877870932155,4.231744949072217,45648
9.039999,2,16386.039483,True,True,3.610081678040444e-11,1.183591532674401,45650
9.692287,1,16387.40355,True,True,0.0010322279648058,0.3949573645660016,45651
-12.657615,16,16387.412825,True,True,0.0007780928668139,17.81739858521645,45667
9.749558,1,16389.112776,True,True,2.1759690395375138e-10,0.2899996646713199,45668
9.908293,1,16389.118068,True,True,2.3616969340925476e-10,0.0025644439888233,45669
7.799623,1,16390.945364,True,True,0.0030516582417669,3.8159428156231456,45670
7.562183,2,16392.212213,True,True,0.0055521569992347,3.7803613714770288,45672
9.908333,1,16392.218575,True,True,2.9060835496849588e-11,0.0025623745635295,45673
9.908428,1,16394.014759,True,True,2.2987124255035708e-10,0.0025681910065526,45674
9.304416,2,16395.309135,True,True,1.171633648004309e-11,0.931657978526842,45676
9.290921,1,16395.315462,True,True,0.0052112435123485,1.1255798493856406,45677
-0.817165,11,16397.458742,True,True,0.0048610817818738,14.711555154106858,45688
9.838156,1,16398.72371,True,True,0.0010808966431772,0.1302476494806058,45689
8.249506,1,16400.193565,True,True,2.558937922669813e-10,2.999246389793623,45690
6.972351,3,16401.617206,True,True,0.0040994808893462,5.043711873192202,45693
8.472144,3,16403.213361,True,True,0.0040357086098349,1.8196338466200623,45696
7.171797,2,16404.585692,True,True,7.972310138939981e-05,3.819925216162241,45698
9.436804,1,16405.972449,True,True,0.004126658917742,0.8606947005348817,45699
9.415799,2,16407.270336,True,True,0.003827304693209,0.7061767713280296,45701
7.515999,2,16408.582916,True,True,2.760790313228872e-11,4.176736741276273,45703
7.019795,1,16409.943522,True,True,0.0049057798585838,5.226211156041204,45704
9.141405,1,16411.39299,True,True,0.0051277589193261,1.395168650925842,45705
8.66797,2,16412.843431,True,True,0.0037031847442805,1.9902928325528852,45707
9.73695,2,16414.147409,True,True,4.214923051409714e-12,0.1068409187660097,45709
