time/time_elapsed,time/total_timesteps,rollout/exploration_rate,time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,train/n_updates,train/learning_rate,train/loss
368,4116,0.47864000000000007,192,-0.047046849999999904,21.53,11,245,0.001,0.48649540543556213
372,4124,0.47762666666666687,196,0.19875472000000008,20.57,11,,,
379,4148,0.4745866666666667,200,0.5938568300000003,19.47,10,247,0.001,0.34359171986579895
387,4212,0.4664800000000001,204,0.9900393400000005,18.53,10,251,0.001,0.34342682361602783
394,4276,0.4583733333333333,208,0.8462592200000003,17.99,10,255,0.001,0.3817830979824066
400,4368,0.44672,212,0.73373878,18.08,10,260,0.001,0.5661528706550598
409,4468,0.4340533333333333,216,0.6348996000000002,18.42,10,267,0.001,0.19054238498210907
417,4616,0.4153066666666665,220,0.42100914,18.9,11,276,0.001,0.30644360184669495
425,4732,0.4006133333333334,224,0.0068009799999999565,19.99,11,283,0.001,0.2529754042625427
434,4884,0.38136000000000003,228,0.46963253,19.95,11,293,0.001,0.29298633337020874
442,5008,0.3656533333333334,232,0.18852247000000005,20.28,11,300,0.001,0.19924305379390717
452,5228,0.3377866666666667,236,-0.21872285999999982,21.09,11,314,0.001,0.13347235321998596
459,5336,0.32410666666666665,240,-0.33746239,21.71,11,321,0.001,0.1329706460237503
467,5380,0.31853333333333333,244,-0.29727682000000016,21.48,11,324,0.001,0.31341883540153503
476,5600,0.29066666666666674,248,-1.0481863300000003,22.65,11,337,0.001,0.2804223299026489
481,5616,0.2886399999999999,252,-0.36762063000000034,20.68,11,338,0.001,0.23982727527618408
491,5856,0.2582399999999999,256,-1.0245443199999997,22.63,11,353,0.001,0.1823747754096985
497,5940,0.24760000000000004,260,-1.1051274199999999,23.19,11,359,0.001,0.31748461723327637
504,6104,0.22682666666666662,264,-1.73515717,24.55,12,369,0.001,0.21411322057247162
508,6160,0.21973333333333323,268,-1.7442621399999998,24.0,12,372,0.001,0.26911377906799316
517,6344,0.19642666666666664,272,-2.5616849199999994,25.11,12,384,0.001,0.1937074065208435
525,6428,0.18578666666666677,276,-3.8115686699999998,27.05,12,389,0.001,0.27414190769195557
534,6652,0.1574133333333334,280,-3.8736460200000007,27.11,12,403,0.001,0.31312689185142517
544,6892,0.1270133333333333,284,-4.25142496,28.7,12,418,0.001,0.17208416759967804
553,7132,0.09661333333333333,288,-4.56235032,30.4,12,433,0.001,0.1577974110841751
563,7372,0.06621333333333324,292,-4.758602239999999,32.05,13,448,0.001,0.10063578188419342
572,7544,0.05,296,-5.37012603,34.16,13,459,0.001,0.24841436743736267
581,7784,0.05,300,-5.95770562,36.32,13,474,0.001,0.1921297311782837
589,8024,0.05,304,-6.5177568599999995,38.56,13,489,0.001,0.3255631625652313
597,8252,0.05,308,-6.35182278,39.15,13,503,0.001,0.27545365691185
603,8356,0.05,312,-6.31533398,39.73,13,510,0.001,0.3021320402622223
611,8508,0.05,316,-6.942946779999999,40.69,13,519,0.001,0.10617844760417938
621,8748,0.05,320,-7.24191547,41.85,14,534,0.001,0.11306384950876236
631,8964,0.05,324,-7.1529661099999995,41.92,14,548,0.001,0.04199746996164322
640,9204,0.05,328,-7.4091464999999985,43.02,14,563,0.001,0.10142527520656586
648,9388,0.05,332,-7.17066701,43.21,14,574,0.001,0.1890571564435959
656,9628,0.05,336,-7.190073139999999,43.78,14,589,0.001,0.2108120322227478
664,9868,0.05,340,-7.503806809999999,45.16,14,604,0.001,0.30996018648147583
671,10004,0.05,344,-7.569879889999999,46.18,14,613,0.001,0.12917640805244446
681,10244,0.05,348,-7.269546409999999,46.65,15,628,0.001,0.0906267911195755
691,10428,0.05,352,-7.67635089,48.32,15,639,0.001,0.21284377574920654
698,10588,0.05,356,-7.7960845800000005,47.72,15,649,0.001,0.21912667155265808
705,10668,0.05,360,-7.5867577200000005,47.14,15,654,0.001,0.033944640308618546
712,10908,0.05,364,-7.372149019999999,47.39,15,669,0.001,0.09841591119766235
719,11072,0.05,368,-7.502528099999999,49.02,15,679,0.001,0.1462622880935669
728,11312,0.05,372,-7.144325820000001,50.2,15,694,0.001,0.22798554599285126
736,11484,0.05,376,-6.319190349999999,50.1,15,705,0.001,0.07797800749540329
744,11696,0.05,380,-6.477556209999998,50.72,15,718,0.001,0.21438322961330414
752,11936,0.05,384,-6.388269750000001,50.72,15,733,0.001,0.06933366507291794
760,12052,0.05,388,-6.155164250000001,49.9,15,741,0.001,0.1328737735748291
770,12292,0.05,392,-6.228560879999999,49.9,15,756,0.001,0.13142302632331848
778,12532,0.05,396,-6.24264031,50.13,16,771,0.001,0.1834956258535385
787,12772,0.05,400,-6.3013482199999995,50.3,16,786,0.001,0.22780336439609528
797,13012,0.05,404,-6.309937850000001,50.3,16,801,0.001,0.12278302758932114
807,13252,0.05,408,-6.45437542,50.89,16,816,0.001,0.017339492216706276
815,13492,0.05,412,-6.60590211,51.48,16,831,0.001,0.07168620079755783
824,13732,0.05,416,-6.36366174,52.07,16,846,0.001,0.13449490070343018
834,13972,0.05,420,-6.3833662900000006,52.07,16,861,0.001,0.03895967826247215
843,14192,0.05,424,-6.331604790000001,52.29,16,874,0.001,0.1424398273229599
853,14432,0.05,428,-6.2975290899999985,52.29,16,889,0.001,0.23907959461212158
863,14672,0.05,432,-6.427909400000001,52.69,16,904,0.001,0.04877461493015289
873,14912,0.05,436,-6.439456700000001,52.69,17,919,0.001,0.2036249339580536
