time/total_timesteps,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/time_elapsed,train/n_updates,train/value_loss,train/entropy_loss,train/clip_fraction,train/clip_range,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/loss,train/explained_variance
13312,10,3.1053222300000005,6.28,26,1259,250,30.512574219703673,-2.3141922831535338,0.0333984375,0.2,0.0003,0.008556077,-0.012748174602165818,9.749320983886719,0.31049680709838867
13824,10,3.28864428,5.86,27,1339,260,32.61811158657074,-2.2609000891447066,0.0458984375,0.2,0.0003,0.007140196,-0.014451079838909208,15.989299774169922,0.340734601020813
14336,10,3.2449316100000005,5.31,28,1419,270,26.483168852329253,-2.1958312898874284,0.075,0.2,0.0003,0.012940466,-0.017477907717693596,10.386029243469238,0.23616039752960205
14848,9,2.3349174099999996,6.97,29,1485,280,28.775257682800294,-2.161748227477074,0.0078125,0.2,0.0003,0.0056856996,-0.01198271192261018,14.055699348449707,0.18386077880859375
15360,9,3.82493705,5.4,30,1570,290,33.520472860336305,-2.2421149909496307,0.0583984375,0.2,0.0003,0.009300649,-0.009343891241587698,16.390233993530273,0.37705034017562866
15872,9,4.22871473,4.48,31,1687,300,44.73421142101288,-2.240079700946808,0.003125,0.2,0.0003,0.0051312516,-0.0057633060379885135,21.392587661743164,0.19261717796325684
16384,8,4.45956914,3.67,32,1825,310,21.09899584054947,-2.173478418588638,0.11796875,0.2,0.0003,0.011651563,-0.021486009861109778,4.094173431396484,0.37627941370010376
16896,8,3.6236762000000002,4.99,33,1936,320,17.230509054660796,-2.101185938715935,0.0796875,0.2,0.0003,0.009781642,-0.016565143724437802,6.674530982971191,0.3858947157859802
17408,8,3.5869551200000007,4.77,34,2033,330,37.21371102333069,-2.1721826553344727,0.038671875,0.2,0.0003,0.007742483,-0.01184003262897022,16.779254913330078,0.27534186840057373
17920,8,2.1387028,7.3,35,2114,340,37.95909314155578,-2.1709130614995957,0.023828125,0.2,0.0003,0.0058202166,-0.009013736504130065,17.358964920043945,0.05346477031707764
18432,8,3.10603906,5.69,36,2206,350,30.837658309936522,-2.1568319320678713,0.0197265625,0.2,0.0003,0.0062706852,-0.009905807772884145,21.155967712402344,0.3329963684082031
18944,8,3.0821333600000003,5.79,37,2300,360,36.16022067070007,-2.1867260903120043,0.048828125,0.2,0.0003,0.005893992,-0.009972048993222415,12.546128273010254,0.2811087965965271
19456,8,4.00908142,4.16,38,2391,370,27.415323615074158,-2.1846290439367295,0.02890625,0.2,0.0003,0.007796389,-0.01194940636632964,12.816051483154297,0.40668225288391113
19968,8,1.65479505,7.99,39,2458,380,44.133546876907346,-2.1926592916250227,0.098046875,0.2,0.0003,0.010165009,-0.012442594597814605,27.909626007080078,0.3671373128890991
20480,8,2.5139435300000006,7.41,40,2541,390,31.369127774238585,-2.24323528110981,0.0369140625,0.2,0.0003,0.007199496,-0.011847226784448139,17.020771026611328,0.3590964674949646
20992,8,2.83746287,6.37,41,2622,400,37.305615758895875,-2.245177721977234,0.0626953125,0.2,0.0003,0.0060973167,-0.013944445224478842,23.8239688873291,0.4182136058807373
21504,7,4.39753997,4.27,42,2720,410,32.43411827087402,-2.192100602388382,0.0044921875,0.2,0.0003,0.003923782,-0.006923047488089651,8.884801864624023,0.3008131980895996
