r,l,t,success,full_task_success,freeze_attempted,d_m,alpha_deg,flag,true_is_iugr,cum_timesteps,d_mm
9.905066,1,4384.628602,True,False,True,2.651842634371349e-11,0.0025720136212903,,False,25129,2.651842634371349e-08
6.158949,1,4385.84682,True,False,True,0.0014216572448698,6.77608561797519,,False,25130,1.4216572448698
9.908573,1,4387.033075,True,False,True,3.503558109391318e-11,0.0025795217622672,,False,25131,3.503558109391318e-08
9.908582,1,4388.207221,True,False,True,2.020567966415365e-10,0.0025631769396044,,False,25132,2.020567966415365e-07
2.413782,9,4389.669125,True,False,True,4.795918927389168e-05,9.448212604596494,,False,25141,0.04795918927389168
9.620112,1,4390.982319,True,False,True,0.0008388428966746,0.5251259100174592,,False,25142,0.8388428966746
5.020598,1,4392.204509,True,False,True,0.0041036371933604,8.832735377828424,,False,25143,4.1036371933604
-6.595761,26,4393.43125,True,False,True,0.0059929409910828,12.385787693580149,,True,25169,5.9929409910828
5.991756,1,4394.632224,True,False,True,0.0020024212838852,7.0790171030545,,False,25170,2.0024212838852
9.620148,1,4395.810891,True,False,True,2.3737945213389446e-09,0.5237443187573976,,True,25171,2.3737945213389444e-06
4.885023,1,4397.062769,True,False,True,0.0090838850717345,9.081561067992975,,False,25172,9.0838850717345
7.541161,6,4397.085924,True,False,True,3.7467263615562334e-05,4.45129950802239,,True,25178,0.03746726361556234
9.878458,2,4398.478173,True,False,True,0.0028348539436747,0.7742557350882311,,False,25180,2.8348539436747
3.469854,3,4399.622715,True,False,True,0.0029187640304366,11.243656692334936,,False,25183,2.9187640304366003
9.301508,2,4400.887547,True,False,True,0.0024187356790766,0.4446999854330766,,False,25185,2.4187356790766
6.266465,2,4402.089108,True,False,True,0.0063237650102999,6.046576985200961,,False,25187,6.3237650102999
-42.013785,60,4402.127687,False,False,True,0.0211193823419525,8.521596680980194,,True,25247,21.1193823419525
6.578053,1,4403.561426,True,False,True,0.0001468661208314,6.018924459419876,,False,25248,0.1468661208314
6.043636,2,4403.591967,True,False,True,0.0005301318808916,6.845782682601119,,True,25250,0.5301318808916
8.610912,1,4403.603049,True,False,True,0.0048593310183101,2.3526452957166817,,False,25251,4.859331018310099
8.557854,1,4404.988,True,False,True,0.0044774171928876,2.448771995158373,,False,25252,4.4774171928876
4.94394,1,4404.993537,True,False,True,0.0002164514546697,8.968361839185581,,False,25253,0.2164514546697
7.237378,1,4406.18905,True,False,True,0.0001396507034766,4.828416949850146,,False,25254,0.1396507034766
7.051611,1,4406.200493,True,False,True,0.0042511706150747,5.166848438884752,,False,25255,4.2511706150747
9.858395,1,4407.536148,True,False,True,0.0003613315225545,0.0921790065345052,,False,25256,0.3613315225545
