r,l,t,success,full_task_success,freeze_attempted,d_m,alpha_deg,flag,true_is_iugr,cum_timesteps,d_mm
-9.792331,121,839.570048,True,False,True,0.0830009566848682,88.48349453545089,,False,24857,83.0009566848682
-35.985353,180,842.871088,False,False,True,0.0626539181099167,75.44698681960375,,False,25037,62.6539181099167
-6.614859,121,847.224033,True,False,True,0.0378228046063779,89.42107740858964,,True,25158,37.8228046063779
-6.672378,121,850.299296,True,False,True,0.0705182068404219,62.85473229725998,,False,25279,70.5182068404219
-8.433765,121,856.153347,True,False,True,0.1036995402522728,80.4759688733904,,False,25400,103.69954025227281
-7.553575,121,859.612362,True,False,True,0.0990563312567973,78.85176289507551,,False,25521,99.05633125679731
-8.114941,124,864.44303,True,False,True,0.1061278481130824,88.12687393578032,,False,25645,106.12784811308241
-9.27413,123,867.793495,True,False,True,0.0739380153861325,69.37514314734426,,True,25768,73.93801538613249
-5.991722,124,872.374645,True,False,True,0.0583768501619385,86.78650870223305,,False,25892,58.3768501619385
-46.939648,180,876.025586,False,False,True,0.1280594747080541,77.80583388886053,,False,26072,128.0594747080541
-7.054381,124,878.812713,True,False,True,0.0712085598132023,70.08013771395373,,False,26196,71.2085598132023
-9.408814,136,882.036946,True,False,True,0.0389447527473505,89.64502861462975,,False,26332,38.9447527473505
-9.654063,124,887.811255,True,False,True,0.0153237713335112,86.728522570003,,False,26456,15.3237713335112
-8.685787,124,891.434546,True,False,True,0.023321969525345,84.13752039957153,,False,26580,23.321969525345
-12.024843,122,894.078043,True,False,True,0.0115125718434866,89.91459727124887,,False,26702,11.5125718434866
-9.64282,132,897.932014,True,False,True,0.0855876049926065,88.66632875367496,,False,26834,85.5876049926065
-7.888745,121,901.565472,True,False,True,0.0301055269652017,86.5371468841783,,False,26955,30.1055269652017
-10.846875,123,905.294942,True,False,True,0.011658838784073,85.9379966117016,,False,27078,11.658838784073
-8.551026,122,908.010401,True,False,True,0.0537455190783109,71.34095073208836,,False,27200,53.7455190783109
-6.914267,124,911.828193,True,False,True,0.0303419491834689,80.21560253470518,,False,27324,30.3419491834689
-9.241994,127,917.207466,True,False,True,0.0221670280128818,69.5251767999811,,False,27451,22.1670280128818
-7.524631,123,920.839738,True,False,True,0.0537450839691697,78.34961532755057,,False,27574,53.7450839691697
-7.306696,121,923.357178,True,False,True,0.0691564667219042,82.37820806960504,,False,27695,69.15646672190421
-6.572594,122,927.229868,True,False,True,0.0258798853807954,81.44454847244214,,False,27817,25.8798853807954
-7.085391,121,931.03924,True,False,True,0.0826143376979383,85.73593570706807,,False,27938,82.6143376979383
-6.621447,122,934.63185,True,False,True,0.064086296505719,74.88729272369595,,False,28060,64.08629650571899
-8.577341,122,937.197863,True,False,True,0.03487549061128,88.88710496747696,,False,28182,34.87549061128
-10.722052,123,940.994185,True,False,True,0.0496734673037265,78.92462470419721,,True,28305,49.673467303726504
-6.636632,121,944.64003,True,False,True,0.0897035707207677,79.47026406299216,,False,28426,89.7035707207677
-11.0772,124,950.089456,True,False,True,0.0997619679210785,66.93659268649921,,True,28550,99.7619679210785
-7.524801,124,952.867356,True,False,True,0.1242740207822007,86.05513539858347,,True,28674,124.27402078220071
-11.413608,123,958.261197,True,False,True,0.0696653113256611,88.94148272492762,,False,28797,69.66531132566111
-66.353064,180,961.427278,False,False,True,0.0013478997654987,72.16774273262496,,True,28977,1.3478997654987002
-6.346248,121,964.165054,True,False,True,0.0383417432991114,68.58097563564802,,False,29098,38.3417432991114
-8.70907,121,966.679249,True,False,True,0.0585162091648947,81.11691706378745,,True,29219,58.516209164894704
-13.029967,129,972.238413,True,False,True,0.0550591140099246,80.88962544125457,,False,29348,55.0591140099246
-7.437244,121,974.92177,True,False,True,0.0356360304442997,77.67821132722084,,False,29469,35.6360304442997
-11.832423,126,979.58575,True,False,True,0.0495237014413722,74.55365277275045,,False,29595,49.5237014413722
-10.06776,121,982.001777,True,False,True,0.0661044533245873,82.90884909512292,,False,29716,66.1044533245873
-8.703472,121,987.520915,True,False,True,0.0887906906690865,61.23891545257428,,False,29837,88.7906906690865
-7.762518,121,990.206213,True,False,True,0.018072027664375,72.37126325114279,,False,29958,18.072027664375
-6.838026,122,993.641619,True,False,True,0.0991969645731981,83.01114734073369,,False,30080,99.1969645731981
-10.432597,127,996.071265,True,False,True,0.0504910408326407,87.98268866921461,,True,30207,50.4910408326407
-12.468016,129,1001.79264,True,False,True,0.0385585077205301,89.91143605694997,,False,30336,38.5585077205301
-12.083579,126,1004.39035,True,False,True,0.0807646319630217,76.95945903773443,,False,30462,80.7646319630217
-7.326559,121,1009.171513,True,False,True,0.0051657000030758,81.85960632929131,,False,30583,5.165700003075799
-7.392587,126,1011.52365,True,False,True,0.0450160069149344,86.35767662010537,,False,30709,45.0160069149344
-9.696844,121,1017.070143,True,False,True,0.0515415827602339,66.94944636500327,,False,30830,51.5415827602339
-6.678465,122,1019.753943,True,False,True,0.0101287394048067,83.31545271639041,,False,30952,10.1287394048067
-8.72784,122,1022.847229,True,False,True,0.0535692755759097,74.19301716353262,,False,31074,53.5692755759097
-9.245339,124,1025.225312,True,False,True,0.0381738543859112,85.11282027256853,,False,31198,38.1738543859112
-10.458244,124,1030.869778,True,False,True,0.0907943384299108,78.60210332226474,,False,31322,90.79433842991081
-10.412845,121,1033.286475,True,False,True,0.0178316917448628,80.56121384445946,,False,31443,17.831691744862802
-7.463285,121,1038.372362,True,False,True,0.0914455550697359,88.05523334951432,,False,31564,91.44555506973589
-7.330109,128,1040.835239,True,False,True,0.0547381245027649,87.34017670910464,,False,31692,54.7381245027649
-7.262195,121,1046.38352,True,False,True,0.0330248186126225,88.26162045814766,,False,31813,33.0248186126225
-8.620701,121,1048.928772,True,False,True,0.0801274376533225,82.03552868719748,,False,31934,80.1274376533225
-7.389141,123,1052.424668,True,False,True,0.0556640068453056,80.98668615515082,,False,32057,55.6640068453056
-9.513379,121,1054.652848,True,False,True,0.0916198858918237,82.10008938877189,,False,32178,91.6198858918237
-9.096071,121,1060.036062,True,False,True,0.0682075519848307,68.51587674446752,,True,32299,68.2075519848307
-8.901885,121,1062.580703,True,False,True,0.104898642584377,69.75841069536462,,False,32420,104.898642584377
