time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/fps,train/n_updates,train/clip_range,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/value_loss,train/explained_variance,train/loss,train/clip_fraction,train/entropy_loss
604,38400,86.43721031,60.0,75,63,740,0.2,-0.0131734317925293,0.0003,0.008978317,376.10462951660156,0.5377425849437714,188.14576721191406,0.03984375,-1.5894586831331252
611,38912,89.52120872999998,60.0,76,63,750,0.2,-0.008662686287425458,0.0003,0.0066606402,521.2623161315918,0.5103451609611511,167.34144592285156,0.017578125,-1.5613813117146491
618,39424,85.72570153000001,60.0,77,63,760,0.2,-0.0038716004695743323,0.0003,0.0023928971,470.0363395690918,0.43861162662506104,173.05369567871094,0.002734375,-1.5612890303134919
625,39936,77.32747214,60.0,78,63,770,0.2,-0.0053026448003947735,0.0003,0.0034530736,208.83957500457763,0.6399250328540802,83.30030059814453,0.0017578125,-1.5807535544037818
633,40448,78.1802914,60.0,79,63,780,0.2,-0.007040789327584207,0.0003,0.007401502,213.93121395111083,0.6008990108966827,84.74992370605469,0.03046875,-1.5032228380441666
640,40960,74.02272287,60.0,80,63,790,0.2,-0.011483822586887982,0.0003,0.0066791223,225.99397859573364,0.44116121530532837,112.04998016357422,0.0189453125,-1.4449619486927987
647,41472,77.80767048,60.0,81,64,800,0.2,-0.0021612239885143935,0.0003,0.003197174,194.10291213989257,0.58207106590271,92.21517944335938,0.01875,-1.4197993591427802
654,41984,74.44689195999999,60.0,82,64,810,0.2,-0.0029877211549319328,0.0003,0.0064941957,407.2045949935913,0.45399147272109985,151.3475799560547,0.0185546875,-1.4798106044530868
662,42496,83.28156591999999,60.0,83,64,820,0.2,-0.004887773504015059,0.0003,0.004453238,124.4651460647583,0.45833367109298706,41.986263275146484,0.024609375,-1.632357093691826
670,43008,84.35764446000002,60.0,84,64,830,0.2,-0.004040886380244047,0.0003,0.0029283247,572.0128192901611,0.37904292345046997,189.21823120117188,0.0015625,-1.5163773894309998
677,43520,77.38839229999999,60.0,85,64,840,0.2,-0.002868737775133923,0.0003,0.0031845937,346.86501693725586,0.6080560386180878,159.87379455566406,0.009765625,-1.5295407846570015
684,44032,77.47538393999999,60.0,86,64,850,0.2,-0.0034849612158723174,0.0003,0.010059694,100.70032372474671,0.7781166583299637,36.49568176269531,0.05625,-1.6438892185688019
692,44544,73.45985861,60.0,87,64,860,0.2,-0.006835359844262712,0.0003,0.004315182,258.3034381866455,0.4086182117462158,70.65743255615234,0.01484375,-1.691204696893692
699,45056,73.97533738999999,60.0,88,64,870,0.2,-0.007989196392009035,0.0003,0.007942715,478.84807167053225,0.41001003980636597,171.9572296142578,0.0130859375,-1.652233974635601
706,45568,77.49786305999999,60.0,89,64,880,0.2,-0.00379358931677416,0.0003,0.0023668713,476.91135635375974,0.4808252453804016,233.375732421875,0.0037109375,-1.5030439227819443
714,46080,80.79030735000002,60.0,90,64,890,0.2,-0.0019752565887756644,0.0003,0.0048764795,645.6457340240479,0.3857761025428772,343.4501953125,0.021875,-1.4786327734589577
722,46592,83.63198114999999,60.0,91,64,900,0.2,-0.0010100947692990303,0.0003,0.0045158076,764.4647850036621,0.432178795337677,288.19561767578125,0.015234375,-1.5443209066987038
730,47104,88.9905076,60.0,92,64,910,0.2,-0.002221094659762457,0.0003,0.0040887888,571.8365703582764,0.4820851683616638,286.0746154785156,0.008984375,-1.7597474068403245
